날짜:2020.1.1		소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]54000 [통신비]0 [가정용품]0 [주류,담배]114500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.18	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.19	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.20	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.21	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.22	소비:[식료품]13000 [주거비]0 [의류비]22000 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.23	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.24	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.25	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.26	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.27	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.28	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.29	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.30	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6800 [문화생활비]12500 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.31	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.1		소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]24500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.2		소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.3		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.4		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.5		소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.6		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.7		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]12500 [기타]0
날짜:2021.2.8		소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.9		소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.10	소비: [식료품]17000[주거비]887000 [의류비]0 [보건의료비]0 [교통비]7500 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.2.11	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.12	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.13	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.14	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.15	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.16	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.17	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.18	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.19	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.20	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.21	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.22	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.23	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.24	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.25	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]8800 [통신비]0 [가정용품]0 [주류,담배]8500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.26	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.27	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.28	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.29	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.2.30	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.1		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.2		소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.3		소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.4		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.5		소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.6		소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.7		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.8		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.9		소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.10	소비: [식료품]21000[주거비]782000 [의류비]0 [보건의료비]0 [교통비]6600 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.3.11	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.12	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.13	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.14	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.15	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.16	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.17	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.18	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.19	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.20	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9600 [문화생활비]12000 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.21	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.22	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.23	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]10000 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.24	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.25	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.26	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.27	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.28	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.29	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.30	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.3.31	소비:[식료품]11000 [주거비]0 [의류비]10000 [보건의료비]0 [교통비]9000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.1		소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.2		소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.3		소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.4		소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.5		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.6		소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.7		소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.8		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]13000 [교통비]4400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.9		소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.10	소비: [식료품]23000[주거비]739000 [의류비]0 [보건의료비]0 [교통비]4200 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.4.11	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.12	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.13	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.14	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.15	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]34500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.16	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.17	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.18	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.19	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.20	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.21	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.22	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.23	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.24	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]38500 [기타]0
날짜:2021.4.25	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.26	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.27	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.28	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.29	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.4.30	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.1		소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.2		소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.3		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.4		소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.5		소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.6		소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.7		소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.8		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.9		소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.10	소비: [식료품]12000[주거비]747000 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.5.11	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.12	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.13	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.14	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]16500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.15	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.16	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.17	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.18	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.19	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.20	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.21	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.22	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.23	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
